Genotype,Color_over,Flowering_begin,Flowering_end,Flowering_full,Flowering_intensity,Fruit_number,Fruit_weight_single,Fruit_weight,Harvest_date,Powdery_mildew,Russet_freq_all,Sample_size,Scab,Trunk_diameter,Trunk_increment,Weight_sample
114,0.738436353945914,104.878069896051,97.3705025037068,97.1562681535848,43.8772157208729,41.7845978977157,149.175888505453,5.7774091715423,256.448528151488,1.91598729287269,89.7153446399669,18.5047350906994,1.16617265528181,39.2663126214513,5.43682274055114,2.46158750992556
118,0.191668555526791,103.831834932982,103.977089980258,96.1982115023845,37.5056085376407,25.771749777321,172.312857197311,4.45456565884685,275.370628370527,1.91453483019205,87.8100307641731,17.1680563358962,1.31016131649701,33.9607943781729,4.71363414505143,2.820900630189
12_196,3.38105002224374,100.737835299841,100.891621501559,94.1737254098528,44.6688478748114,57.8440951541977,189.520238881471,10.2397345062932,268.010648286082,3.10213631550084,70.5006271665489,18.984473850665,1.29413856419198,44.0254247988982,6.62675058412855,3.24351027132135
12_197,2.85091053227547,104.19441817229,100.535473648709,94.9191418917505,40.1143287241751,46.317876638795,137.530638737829,6.70746382895901,267.036776542396,3.22835663781884,73.5462870671871,18.7926005085486,0.933716122960257,42.1747832981252,5.86794887480228,2.53083861426356
12_204,3.85703694158711,104.49003256555,101.818182150681,95.5452772854893,47.1673525501428,25.2900484324713,193.151926274796,4.73226919891178,265.253197693427,2.59626393237315,53.0427428862972,17.2173424375143,1.27687211281429,36.3498671674358,5.22279314211876,3.19521272254996
12_205,3.44781305574605,103.928381300645,100.052002319445,93.9892848473628,50.6505233139762,36.4130037723588,180.463925778432,6.61955246334708,268.910341719366,4.74443143842956,74.3793327345558,18.6172296669307,0.758861869321778,39.8887452259356,5.71285393973186,3.31389022665297
12_B006,0.173460950154577,104.469528999502,101.018544006043,94.8165611600607,33.0867524171729,40.130003075838,181.076927357471,6.86059782650202,256.729624016752,1.89533728703095,90.067745510689,18.246462843628,1.49679849344369,32.5953493869528,4.3048805430618,3.12214495705222
12_B020,2.33231018692071,101.090608536899,100.299609031086,92.0336243102789,39.3435982821328,49.1397545488013,154.757220902832,7.62019116508771,267.953405497496,2.32781595347712,86.3945748725513,18.0893354206802,1.0327161089351,37.0754834859075,4.67747644216641,2.84392874590341
12_B023,0.43304034060804,105.679170585376,105.119616909007,96.0019017881264,25.6775269616819,42.7488096230256,150.781558406219,5.16466606021875,257.1078035747,1.49492811903381,90.7092355134305,17.9043822508254,1.42956951491956,37.3279395270126,5.22138796971205,2.60743441987005
12_B057,3.08753183332109,103.820747625919,101.685661347442,94.9991913396556,27.3535353061271,43.9294241680783,171.924820965787,6.67846313669444,263.851566372815,2.42201446273668,73.2485751538213,18.8681221560351,1.4378657270401,42.2456727461605,6.72536294590986,3.18289647396398
12_B061,0.225379359882274,103.623110538038,102.635542555171,92.1190522568628,25.4287561965854,56.7757282094722,172.488391021365,8.29072375038372,260.097020650134,1.53428413238262,56.6680640329682,18.4965065359919,1.17643306613017,36.0573043802134,5.02250812587226,2.96448365063663
12_B064,0.847430120863453,100.559623026721,102.364031664997,95.6397953938726,42.3686058399384,46.3495540271422,178.760654802384,7.40963537317045,262.192791082466,2.2469769172862,82.243980589472,18.0531251309361,1.02311263769542,35.6155919056373,4.67683112339686,2.92997249905304
12_B074,0.0791030285430695,104.661617177075,102.851071618303,94.4963977720786,34.7104163790422,55.6427038740429,210.932640840379,10.7947240213315,260.762304668814,1.98151658180201,56.8331225650704,18.7721692045858,1.29571095827034,36.1594948281154,4.80184027265313,4.04803689490975
12_B081,0.405066143289134,103.61643180892,102.385885471525,96.4176682083588,30.5390741520686,27.3815676176124,253.839980020158,7.84997213924249,271.451816786037,1.99876022898095,85.9783537793471,17.5351456090333,0.956829505529288,33.498568655589,4.12256513196657,4.52918088934264
12_B093,0.383901920013838,103.877431483731,104.383406839342,96.9490873496818,30.4988316587729,34.1853687561665,155.673451954956,4.97617635296158,256.417894063403,2.28917732407531,90.2509659779863,17.2187609115515,1.20039451864785,41.003540326342,6.15817553544384,2.7594098705316
12_B095,2.05088847259826,104.622537190066,106.008441248673,98.7517891436564,24.9939841198088,38.2325929973983,152.933236270561,5.56783010657848,250.135194544864,2.38948214505523,77.9808451325054,18.3445131280248,1.08095654571234,37.2597715625409,5.18385521078617,2.74728715275354
12_E003,0.132971365216549,101.119539468744,97.660574620455,91.7585398256778,35.6140021256683,36.5761124043264,167.756710013983,6.47383859798937,243.075989214053,2.26435326849894,93.9269946787328,19.4188096669931,0.817277352389416,32.7377940284855,4.31678098951652,3.25208489058145
12_E014,2.19538088277092,101.972269954808,103.446071527085,94.6304817871713,43.7372123011105,57.8050254188494,139.094730418411,7.61475951622191,263.689496978948,1.8878028104149,77.8459437243096,18.5487747385522,0.965758102600868,34.7418155325286,5.14734607983543,2.50613751599369
12_E015,2.58809936222342,104.332377805522,100.877292827901,93.1299778114874,44.5783261645159,23.3375402304441,200.408658777173,4.75935082808363,268.576523786082,2.58065936673322,97.0747978679721,17.6881652222131,1.15885757444242,30.6459427858088,3.34087792380073,3.39189953902439
12_E017,0.174749556955718,101.471625518804,100.35822796783,94.1086372681661,40.9899565127273,48.4805066979153,153.219698830049,7.21544165209506,262.409407719346,1.87103357904576,81.3242720972487,18.4609524996106,1.29569680242467,37.8635645205521,6.37212921733709,2.75146779965391
12_E024,0.0335885637198191,106.551847423598,102.254978989415,95.9160174494365,28.05843476979,29.8765202090627,192.635642564279,6.07386688043894,280.325180322518,2.26713257826607,89.4795749960077,18.2805032711614,1.15215855617861,38.6786174213388,5.97112502526867,3.41283970176869
12_E025,0.191153986822662,105.853963466195,102.322947554892,95.0325791874362,52.927236480464,33.5140208720823,198.762214652663,7.07444938776406,297.043981749124,1.22437190893179,95.2164928802686,19.3408928667665,0.813856914711681,36.4810423581292,5.61763219436808,3.61007886124564
12_E034,0.324185840060886,107.816615190551,101.338452309211,95.9634665302611,38.2416437025017,48.1204894502897,201.376692734237,9.09317087427766,278.085455265356,1.97770075698189,37.2306453601692,19.5464081679671,1.25861722862421,37.350328193736,4.85828943311696,3.66405064900802
12_E035,-0.084654680155779,104.934672473162,100.89036068269,93.9172320888164,30.9061539117616,46.6117656621599,188.299044959112,7.69716872142007,270.693076352148,0.985735600135723,71.8523485556502,19.314201720519,0.863410976777696,35.3983009236668,5.12430755288963,3.48551038660738
12_E039,0.205316588035195,105.631705389506,100.739907785959,92.6147215554053,54.0080371897742,42.5454035121453,183.615849616944,7.4837946026751,292.496711229603,2.31553892284476,97.2469315813624,17.9955001492627,0.752241814341656,36.8228856713538,5.18657072370233,3.30311111096252
12_E043,2.59510361077246,99.7920823289271,96.5440891291456,91.0358969278517,54.8716473040101,43.6979296416351,143.604706057363,6.14657050614123,247.109973330177,2.46086893770324,62.088029353637,19.0213715401436,0.828838666628989,42.8645819428211,6.61138544237327,2.58589866112682
12_F002,3.19470741257099,108.423918305839,105.985721953251,99.1881068713583,34.071510979184,38.7724955913527,215.612070457651,9.03576062232776,258.431680513478,2.13978777487091,45.4433496979306,17.039223703356,1.21972555330616,47.3782249754091,7.05481138165974,4.05672600261886
12_F007,2.50522702391071,107.940120409145,109.063678186646,102.011428530929,30.6645140047281,89.0345394719783,122.916358160749,10.9165610754582,275.714351788537,2.52852695571544,85.4864828264402,19.2286390515282,1.17916336427988,45.3965759017301,7.05265904784471,2.44089640729647
12_F014,4.18917718964611,108.087871623404,106.102659668485,99.7816040113566,41.2043454952482,65.9816194130376,89.5315193058511,5.8149548829582,265.149066251512,3.53380002908891,84.7286027371468,19.7830171087832,1.27376921074519,43.7632531956208,7.16744220724523,1.69297558860387
12_F019,3.70415974118335,105.129559215816,102.686802573069,93.6713579535844,29.4048250146819,69.8960020605487,136.98541467319,8.84927061747572,275.636601511176,2.24518759179218,66.4462981923406,17.5493237814815,1.18120732015769,39.8267053579048,6.26544211687372,2.55624095142718
12_F023,3.78337005321711,105.337717129541,101.642853451117,95.7469593427576,28.3570721069746,44.812791302696,134.029019438866,5.69597522774277,275.42256575243,2.82988218446018,63.2277987504574,19.6076792523634,1.23058498304425,35.6696769835797,4.6555281424755,2.71515021153459
12_F040,2.7166271643566,109.202738846124,106.060546001316,99.8886042408546,20.8943261581535,55.431836835623,134.877193259962,7.04001940652941,259.43907933403,3.9974392673438,83.5987473448532,17.8463296729092,0.661932475029172,46.6351931967205,7.75777201719242,2.26259292095063
12_F045,3.09192032464129,108.772219330616,109.564676216838,103.169643218136,29.0596583891222,62.6487170155818,107.43520606776,6.669325494872,254.895555769478,3.19775614128518,71.0885736312701,19.1880991111962,1.37786759131704,39.6657734519872,6.10771617967671,1.98384298667331
12_F046,3.23891994501488,105.720810179527,104.356868861116,98.3701662565483,30.2655742456494,81.3937999801954,106.747383539571,7.92542276165281,264.555422414919,3.24774471995264,68.1034855346388,17.8809894480169,1.12880834327765,45.5179760990515,7.3883839761067,1.72861650323383
12_F052,3.08159029035871,105.57883556582,105.604972442502,97.2314751039206,36.5889550310388,85.2060697296795,112.964425537138,9.16149334518825,264.436560220659,2.23718565398614,47.0361881597217,19.4031577497272,1.50345381034572,45.9343924277473,7.82496788193402,2.11142404678939
12_F054,3.67675067813736,103.660461232331,100.314866246114,93.5979665623913,38.8063861489218,72.968002413633,95.918068377549,7.00889913553201,272.830667724012,2.48346770939494,71.9945794492922,19.4984307500446,1.20789921052453,46.9886350349579,7.92619358236546,1.84224207152428
12_I002,3.27390072868958,102.172257680353,97.5857476027261,91.8588732912066,39.3070470352359,52.2532382729661,232.625883453314,12.6605788388238,269.111248367657,2.09821451598452,58.9813910091472,19.0820998107448,0.778671637695878,44.0609497571596,7.38297062237437,4.54282145949176
12_I003,3.4398241457272,106.982001194801,101.794563601244,96.1702376026297,29.5247770632463,36.0135848936906,282.032390438251,9.9499557872878,267.106258697949,1.96430516362069,76.4797886259917,18.7018089281958,1.33514310610252,44.3068680279558,7.2588324147041,5.01933985891755
12_I005,2.64532366206129,104.702441402328,100.376068773018,95.5363031771463,30.2861366401918,27.2673909393369,279.895145732904,7.44290386251393,243.811413186034,2.17866721644281,71.0049436787424,18.6644091994274,2.30117009516791,33.2379255481063,4.10755063662893,4.62290878814351
12_I010,3.83952480652396,106.379671919125,101.714159192984,96.1834885899385,30.792859522147,32.1431595530913,213.434818407879,7.01080263160525,246.696054283052,2.04788756348535,56.8637507149775,17.1724798331559,1.46915452593398,33.9903806065827,3.5011917348852,3.86131390905645
12_I037,2.96492522912666,104.699410951906,102.309980927818,94.4327629684936,52.1367607363787,38.1717450541095,242.808934101571,9.58736817366172,233.01432216782,1.47516071312907,37.0207096723138,19.6756594040087,0.800030259673918,40.6666310030415,5.85101039771379,4.5090089205657
12_I049,3.76587858630054,105.242282092027,102.904971106265,96.4973031258671,36.9225443923691,54.6324701543991,212.982808266203,11.8164765935565,266.480652626569,3.26399804510833,52.7455321432371,19.2693459405597,1.34356980652137,38.8333032044905,5.18513750725214,4.27313149146362
12_I056,3.10376689395623,103.026727534269,101.413748078019,94.393021790927,48.8900983904925,55.5785679098868,183.009893237903,10.2979109024367,278.958576703226,3.61125462161815,82.4848031548489,18.7561613261567,0.717950705003926,37.0882769956652,5.08427245003802,3.60514173655159
12_I059,3.00557717323032,100.893318757447,98.9425255603941,95.4841039737384,45.6417400138595,69.4908769354633,127.906807319448,8.84305543830503,243.188905814926,4.19815570979649,53.8546420474167,18.0988447932557,0.594192776763648,39.6758988847174,5.13125689239631,2.38121585302441
12_I062,3.44455140165498,105.507004774002,101.352871047877,94.3594364214903,27.430046804095,44.608162566209,160.412933917064,7.10323349046893,270.273010236028,2.26169135159244,58.6671148148383,19.1971150817049,1.28706068497463,40.8689596803829,6.12361150244568,3.02332817003207
12_I064,2.112118501832,104.591640917839,98.2033233499502,92.3941917691056,24.6801298803752,28.1861692902134,179.574551663023,5.1156514248526,268.38759355586,2.62647129715692,80.0725992802979,15.6823519584256,1.34540422136985,34.0669338680715,5.54531004048119,2.93847608604987
12_J001,3.73480178133635,108.219648648767,105.697840764257,99.0872609919181,31.4675689982744,67.0768481977022,117.81900252995,7.70967392588877,272.281991534499,1.95279328518522,43.8709159422371,18.2475333578923,1.30726177474042,42.3977942135931,6.88831134193271,2.22896516357386
12_J004,2.59298821155646,108.925165985981,106.177593972438,98.37423664552,31.9574656304576,50.8531434993563,168.325457740272,8.14059952146053,271.639724318026,2.1091787789968,88.4938239861854,17.966664042444,0.997896059158017,43.9157620897293,7.50486988981211,2.91996218239056
12_J011,4.17023699709311,105.501990612249,102.592248542963,94.4205417684812,27.5939867807809,66.0124160239995,114.80357058792,7.94495808749317,273.862388521253,2.37659072251685,81.7281612991654,18.8409678425173,0.951539650174261,42.4700199732456,6.28602824353038,2.19758559216961
12_J013,3.24899913024257,104.094101262689,101.646628390335,95.1575886872164,31.5224929109223,55.5497859090666,124.435642589453,6.80046209834356,270.142250301347,1.92755658971217,89.8896584032792,19.1614754281464,1.27562904064395,45.1891590773636,7.18978649277602,2.21215067950673
12_J015,3.36026375420342,111.176421535922,109.803988967383,105.064540933932,23.5399754746892,42.1164318292026,79.8438745568968,3.20790675011676,261.737727801038,2.10712173730728,80.3994333128335,17.0907432713113,1.78127213444892,35.4218356724066,4.96790850130342,1.24231518718789
12_J019,3.07010035294715,109.154629664406,110.241708404185,104.442338731021,28.2951476450204,66.8442195586168,124.222575980082,7.95983128192548,280.29843778375,2.34682933927669,91.0620267260901,19.0751300847201,1.39310218780466,41.9211871447109,6.67298857619231,2.26933578195823
12_J027,3.55751186921321,104.838969237256,104.409175547201,96.5590449536258,28.5234771081565,72.695106847404,106.551929333833,6.49898736955178,283.472535953613,2.36660262744348,79.7844171393379,19.0327970194777,1.33286140240284,40.5131917710674,5.81765113797399,1.86609918403253
12_J028,3.32863852194248,108.472671722183,106.095113860033,99.8543915076493,23.8733116133942,38.0029343921274,142.804914410589,5.16626048557702,274.986830125511,1.68399353310533,94.8085354291829,17.2766600196433,1.25297518568266,35.8386436192203,4.96734939524404,2.22232353505555
12_J029,3.93767133310012,109.108437144601,106.148413795212,97.8380014920373,40.4233288844893,56.0288311287992,131.717439072769,7.63133514753441,282.352378474562,2.30538685227015,51.0317747964983,19.1692391996903,0.735601499645365,36.1428436411507,4.58945659667466,2.66258541316735
12_J031,0.561026799312087,105.535191699653,101.769766278672,94.7981023415767,26.3507175430972,46.049546833965,179.589478871767,8.51855228800385,268.810872399006,1.71934062621296,88.0662621265676,17.8674556778698,0.721019739313556,46.0124181205901,7.55930769479446,3.15797682063464
12_K001,0.387053163262241,106.332075488766,100.0775148502,94.2917401791915,30.755702172394,39.42689896021,166.818044153143,5.64945654781733,246.761948887245,3.67336647086,75.0974094296873,16.4288413914034,0.859862769646336,34.6905106976484,5.37637100860505,2.31997155012334
12_K010,0.178102378098172,106.031868465586,98.1102429563644,94.2821711947443,43.2003586112473,32.9084005669475,214.047471721937,6.54880053637507,251.968890777006,2.03778299512487,88.914999334683,17.266224438889,1.49401891907805,35.9427115848382,5.25048834935777,3.59219072958876
12_K016,0.163493780049487,103.687598761113,102.408714539201,94.9852984370992,41.5316607240594,66.3714086797317,126.346002531792,7.27190703360822,270.347226280604,2.48076604175052,97.0914281657872,18.4245663640431,1.11547888991354,41.8567321301672,6.5544994222344,2.21784486466922
12_K018,0.445043180220983,106.493671356044,102.384376904545,94.7199449035562,48.8935609996981,57.2065149531377,132.101352402673,7.35182925061651,271.849714609609,2.71090341162575,40.1049777686157,18.9215906908201,0.871046564833501,35.1213518190522,5.18567242947728,2.446127803958
12_K023,0.763388189730478,103.198566952748,100.8167495877,92.517361891965,61.4081508379234,65.5261742639663,195.967462642257,11.9674282368849,291.260303080349,1.6937532304416,67.3320642750229,19.8487864246771,0.810844132611924,34.2923088661634,4.14599112745607,3.69172858267917
12_K024,0.260253916129724,102.94391033053,100.124873669711,93.9298318639397,38.6220898301141,61.1353897513335,203.782096133537,11.0718726549538,278.145591606235,2.10078012439381,55.6820447164025,19.3690779615589,1.3766509182558,35.4487792449549,4.27616450975016,3.86054934436252
12_K044,0.341719327580575,104.214608609511,99.4425026561811,93.4109661881658,34.1165352336794,64.5500640177477,104.303883759621,6.64405806258716,281.553043079472,2.89648206461417,94.1083244909419,18.1908221764095,1.77713400812866,40.3071413672312,7.01272368200403,1.95790978995822
12_K045,0.398212759342624,106.590600285681,107.590922040251,97.2072442334821,22.5125507935416,28.2660334377383,128.765455344423,2.74853040134672,279.991866270007,2.15204723452751,93.6197180232219,15.6085648607556,1.19436355883471,29.9713689789241,4.46172054061601,1.85942646759602
12_K049,0.139006456309264,108.643124237514,105.84005462426,98.1367355143457,42.8112809583195,41.7880631291764,177.829475833616,7.39066287240484,273.619078494491,2.61724654090929,52.2726628213914,17.7954718928899,0.649459205195972,34.6486081940739,5.32138617036292,3.22857982838971
12_L001,0.336059299192315,104.7775027384,100.754205099234,94.5850713940749,33.7399297544405,67.3828310074398,156.163748565363,9.85476986633127,260.129086766414,3.34712326587582,47.5654016742781,18.7618879827358,1.26164690664067,40.798757622625,5.83162218965084,2.92381982051083
12_L005,0.528000006226502,100.86631822149,,,37.2995457744338,68.5006539475954,112.065118256216,7.01340565025556,268.192393158996,1.94669448409128,38.6668993741014,19.1517465231904,1.11455660654009,34.3833926778434,6.29235616681044,2.0071151586229
12_L012,0.484353228628572,104.762384104597,97.352812118213,91.1438403316748,25.2642221159951,60.8405703423837,144.806866386123,7.28440439391756,265.230408358018,2.35064897980133,88.6122000175536,17.3030345859942,0.908618073465652,36.1907741182837,6.45797536841582,2.18959707978342
12_L013,0.332064385769703,102.364707291466,99.8032200644418,91.1712875138843,47.6338150249578,62.0215788554354,117.482950772963,6.99740928026748,275.968111056383,3.35339403984891,29.7964924882433,19.1219168173975,1.48781205847247,35.3887578574122,5.36949172979469,2.2853789116742
12_L018,0.354564832254768,107.621829975062,101.903299480518,95.332903171416,32.6811235005444,40.5830040074939,145.232353067784,6.31191444306971,271.864758973412,2.13136581359107,48.925484325187,18.5517288036192,1.66231496698398,37.8078241572164,5.59784157975981,2.71312216691369
12_L021,0.435130418692706,102.604359185115,106.465876585786,97.6432521073334,35.3669271513629,74.2648412637236,125.256881412279,8.47947571120013,278.036114337965,2.08553714877576,57.894088649705,17.2853819138254,1.45067417004963,43.2682833387095,6.59153177783312,2.17614440919996
12_N021,0.258841757158267,104.918251332806,101.817352446431,100.627456310614,28.3880398890258,39.835909699374,140.474210935348,5.15916893702573,284.775890395626,2.01632367133885,100.842291991909,18.3493164902159,0.715500081972659,32.1710813981432,3.90407001812154,2.26788939808751
12_N034,0.214161986747106,106.663033153557,101.509139559913,94.1861964500847,32.8568332965272,55.4805405746125,195.590418036829,11.3441357868195,275.653758633307,1.95960130553468,47.9565045589552,19.2303297244282,1.46670577741868,38.458202767101,5.53296733489296,3.66871463660155
12_N039,0.149071889688335,105.568217134211,100.458959151474,93.5180990406842,54.5651795083271,57.8548214425541,194.468761746836,11.3364793890567,289.49316475993,2.68646415805923,92.5664128538344,19.750927459317,1.43770961464146,40.961097302963,5.61153618194121,3.74884505269061
12_N041,0.233354659817215,101.22782053321,96.3530019506187,90.1168664330289,43.449634865742,56.4621444487103,140.678324579182,7.10120320962835,248.802633132604,2.14341737789979,77.289339467288,18.614653042379,1.33308833853315,38.1247273993881,5.5645827338932,2.60471509362005
12_N046,3.53228332062813,103.204053248854,100.074032711272,92.9990796664927,41.2733504454797,44.3834450487578,172.517060999399,7.33995709132394,266.632803948052,1.82409042156924,81.0019168110286,18.2676907521777,1.4005410292022,34.3986774715348,4.04539374619282,3.13545766690968
12_N052,3.12049212294377,101.629267058638,98.3278023343559,90.9716804927773,37.6832918607576,52.6413994527797,170.228676399111,8.83829841099135,261.65425782994,2.21573751920304,56.9367755341297,18.496607887867,0.795353433545998,37.1372914804697,5.43799391586818,3.04407265047771
12_N054,0.304083928349421,102.41782504141,107.929372581605,98.0925812353419,26.1173900764751,24.7850439625289,152.292476757481,3.40311388864276,265.804803947348,1.701560708274,95.1333436575434,19.1244825222976,1.01969242098503,28.9456423371224,3.47984177797457,2.59106476600316
12_N057,1.51850355881269,105.000960359063,102.545937104184,95.9286970296898,32.1725726032348,30.7191741814065,224.571473282149,6.33010695919129,263.816894353249,2.20523796561176,92.238757088573,16.6316269390607,1.22569732102015,28.7812617528028,3.59469222229989,3.41237093784721
12_N062,3.71207749684225,101.554189619984,99.3614295294575,91.4717856377236,57.9082684699995,58.034687372495,152.748833505601,8.75168331341899,246.245777394925,3.82529877690415,57.3411663233709,19.7398084678131,0.813370355284549,42.0888933420262,5.7699597462631,2.95436327935665
12_N063,4.19896635893454,102.790054759647,101.496442009537,92.394502161271,42.2273188040925,54.2813401538895,137.429143791935,7.1084261693492,228.809060818905,2.40281701618866,59.7879159552926,18.4095575642664,1.23110040177528,41.9956430053483,7.04505260633344,2.6681251997673
12_O010,4.30722944240016,110.926372186317,113.027252362143,118.234164082427,37.7376940318152,34.9981743307485,88.3889893427055,2.56521813884504,282.247106860148,4.43006986629849,87.3289178601669,18.1673324407001,1.58648634416725,36.4347074054004,5.97394438925369,1.16357412247036
12_O011,3.51986229183744,104.586715984688,103.405241174866,95.856904405898,56.0605458491599,50.2885535746793,197.818855940504,9.77914147820913,273.903765330712,2.4556465393007,54.7192101447354,19.3804973304393,1.31512444882415,37.8780142541547,5.53504950509573,3.70132250268957
12_O014,3.67220459176306,109.818114248244,112.946493058884,103.514765222021,37.3991954088223,54.7902632556482,125.016165668279,6.88941385094606,280.414960248909,3.11634379864706,83.6473396794421,19.4574766636211,1.37538984519519,40.2930329495805,5.98757768763037,2.27487084932564
12_O017,2.73779080204777,108.203787721957,106.917485159892,100.369928949945,43.9635062274684,61.6364628408104,102.764434491383,6.14381675378948,287.834939910993,4.54722790340332,95.5980140726914,19.3754470400321,0.973093079700696,38.4318469084499,5.64886196090095,2.0961911670239
12_O026,4.35482300364111,106.790932309555,106.736293209546,98.0390815603311,44.9454825124427,64.3012584009441,93.39562852124,6.45013765505018,288.613815659305,3.79267948028463,73.585691058892,19.7991051823798,0.882158197959613,41.772056396781,6.5119499516174,1.85430396641168
12_O056,4.55653824071124,102.929883059542,105.217731409976,96.9581013151825,42.7591218084144,61.1368857260165,172.866551645709,11.1984288210733,262.082789876869,3.52212360969162,44.6161263171288,19.7434226791159,0.75728433314854,38.9976579372977,5.62130976464131,3.42956965157506
12_O061,3.9774711256474,102.974464052127,104.399786911013,95.5574674186683,50.2932628659113,53.4390808624186,144.949361533288,7.84670218614167,268.230754562419,4.93614365578617,45.9254239699664,19.412430911202,1.04947204924175,40.6597048076074,6.64739432077037,2.68197228484707
12_O063,3.4975470951991,106.40420627423,104.891977214101,96.8533588844121,43.2144580560691,39.1861245510402,166.330926142322,6.56835586517596,276.450982875625,3.42086121874387,69.6248247746017,19.7605233912877,1.74284774754045,40.9394679034235,6.23449326505754,3.13546508686367
12_O072,3.40780537910255,104.479742135507,104.73695870768,97.3082187205739,49.9825283417093,61.8986863250788,160.156828408189,9.39928294126541,251.160928922462,2.70893616325612,35.0536230860972,19.3229450472588,1.26599456843562,36.7755402537181,5.23800694351772,2.9558660799802
12_O074,4.01208570506204,106.542905789479,104.560225676143,96.7628337034724,48.1521256515194,68.3419045836478,153.473357295323,10.1900674495205,283.606902297928,4.8715202293293,56.4543343234311,19.7129882022736,1.22156626412201,34.3064019688114,4.33530696779559,2.9478300188492
12_P001,0.132004388589146,105.802770311778,106.82344203423,96.9297932762501,44.1173779279958,37.7022117102947,197.525292251472,6.67782289829007,283.34495670501,2.15923051220696,69.1883267904468,18.7805570520671,1.33644899286133,31.0428278102796,4.32907800243561,3.19584984237818
12_P002,0.0210346068429124,107.865214498325,106.661304315799,97.8299171201757,41.5957771762551,46.6691073273168,176.810151453264,8.02786472786799,282.550653037572,2.22462843957286,48.5445378951795,20.0086872184334,0.659683964488222,38.7454667131661,5.65344785671826,3.63301605551652
12_P003,0.281019661871484,107.593757508778,106.217097210377,95.5949856876227,36.1999080436172,47.873791847071,178.755270607031,8.14974336761074,286.791181239985,2.36623617589882,42.8697329423884,18.122534766775,1.4739482366477,40.9775514037161,6.77902416218142,3.1365331159382
12_P018,1.31817529353044,108.751522361161,105.833257184268,98.9200067106776,51.7184455645512,40.3153642698736,172.812074727071,6.66209058528777,283.540277481936,2.83649073141544,94.9345758654753,19.1358723940494,1.25855105007731,38.0356429430413,4.87299544358436,3.30079949380154
12_P025,1.21861661916654,102.778024879152,102.351504906517,94.5767340356278,53.0902860166827,38.0598592603017,251.322933595826,9.12953195823887,283.205042885671,1.85028592873458,91.2995617292579,19.2287503415131,0.902260637066562,38.3866421019643,4.77611731604138,4.42165370774064
12_P027,0.0818145866147225,103.304186852346,105.684302932115,95.6338095519593,47.6437273973799,42.8795187430771,217.252167285533,9.49847467137672,294.170522511908,2.11385183832706,99.1028064975857,19.3199170149634,1.02936021936456,41.0904441010015,6.11960074434222,4.36680765605519
