Row,Position,Genotype,Management,Checks,Year,Country,Country_Year,Harvest_date,Fruit_weight,Fruit_number,Fruit_weight_single,Color_over,Russet_freq_all,Trunk_diameter,Trunk_increment,Flowering_intensity,Flowering_begin,Flowering_full,Flowering_end,Scab,Powdery_mildew,Scab_fruits,Sample_size,Weight_sample,Country_Management,Envir
20,24,750,1,"",2020,BEL,BEL_2020,293,1.88,20,26.85714286,3,0,29.62,6.26,100,100,,,,,,70,1.88,BEL_1,BEL_2020_1
20,25,12_E039,1,"",2020,BEL,BEL_2020,293,2.82,20,28.7755102,1,20.40816327,30.1,3.35,75,105,,,,,,98,2.82,BEL_1,BEL_2020_1
20,26,12_K045,1,"",2020,BEL,BEL_2020,293,1.58,20,26.33333333,1,25,22.38,2.04,100,105,,,,,,60,1.58,BEL_1,BEL_2020_1
20,30,135,1,"",2020,BEL,BEL_2020,293,2.62,20,56.95652174,0,43.47826087,25.5,5.1,100,102,,,,,,46,2.62,BEL_1,BEL_2020_1
20,111,2802,1,"",2020,BEL,BEL_2020,293,2.52,20,68.10810811,4,27.02702703,20.51,4.47,100,107,,,,,,37,2.52,BEL_1,BEL_2020_1
21,27,697,1,"",2020,BEL,BEL_2020,293,2.22,20,22.65306122,4,0,31,5.05,100,102,,,,,,98,2.22,BEL_1,BEL_2020_1
21,64,334,1,"",2020,BEL,BEL_2020,293,2.56,20,32.82051282,5,6.41025641,25.89,8.94,75,112,,,,,,78,2.56,BEL_1,BEL_2020_1
21,82,12_O017,1,"",2020,BEL,BEL_2020,293,1.3,20,11.50442478,4,17.69911504,28.78,5.58,100,107,,,,,,113,1.3,BEL_1,BEL_2020_1
21,104,133,1,"",2020,BEL,BEL_2020,293,2.46,20,79.35483871,3,0,22.06,4.42,100,107,,,,,,31,2.46,BEL_1,BEL_2020_1
22,37,953,1,"",2020,BEL,BEL_2020,293,3.12,20,43.33333333,1,27.77777778,30.75,6.07,100,105,,,,,,72,3.12,BEL_1,BEL_2020_1
22,82,12_O011,1,"",2020,BEL,BEL_2020,293,3.52,20,47.56756757,5,13.51351351,26.17,3.85,75,102,,,,,,74,3.52,BEL_1,BEL_2020_1
22,112,301,1,"",2020,BEL,BEL_2020,252,2.668,58,46,1,30,27.37,4.1,75,134,,,,,,20,0.92,BEL_1,BEL_2020_1
23,3,FuGa_015,1,"",2020,BEL,BEL_2020,293,1.7,20,18.08510638,3,0,26.1,5.09,100,107,,,,,,94,1.7,BEL_1,BEL_2020_1
23,27,12_E024,1,"",2020,BEL,BEL_2020,293,3.24,20,70.43478261,0,21.73913043,24.2,5.53,100,105,,,,,,46,3.24,BEL_1,BEL_2020_1
23,64,308,1,"",2020,BEL,BEL_2020,231,3.02,,,3,,21.35,0,100,100,,,,,,0,3.02,BEL_1,BEL_2020_1
23,101,NOVADI_0330,1,"",2020,BEL,BEL_2020,280,77.52,456,170,5,0,28.33,5.21,25,105,,,,,,20,3.4,BEL_1,BEL_2020_1
23,108,410,1,"",2020,BEL,BEL_2020,293,2.34,20,28.53658537,1,0,22.29,4.95,100,105,,,,,,82,2.34,BEL_1,BEL_2020_1
24,10,334,1,"",2020,BEL,BEL_2020,293,3.64,20,61.69491525,5,0,21.7,4.12,100,112,,,,,,59,3.64,BEL_1,BEL_2020_1
24,31,12_P003,1,"",2020,BEL,BEL_2020,293,3.5,20,64.81481481,0,0,28.89,5.01,50,107,,,,,,54,3.5,BEL_1,BEL_2020_1
24,45,12_E017,1,"",2020,BEL,BEL_2020,286,0.56,1,560,0,100,19.38,1.99,0,102,,,,,,1,0.56,BEL_1,BEL_2020_1
24,51,I_W050,1,"",2020,BEL,BEL_2020,293,3.06,20,27.32142857,4,0,38.84,11.39,100,105,,,,,,112,3.06,BEL_1,BEL_2020_1
24,112,I_J036,1,"",2020,BEL,BEL_2020,293,2.88,20,52.36363636,5,9.090909091,18.36,1.96,75,107,,,,,,55,2.88,BEL_1,BEL_2020_1
25,14,740,1,"",2020,BEL,BEL_2020,293,2.16,20,58.37837838,3,0,24.03,4.67,100,105,,,,,,37,2.16,BEL_1,BEL_2020_1
25,85,317,1,"",2020,BEL,BEL_2020,293,2.94,20,35.85365854,3,24.3902439,26.47,7.16,100,119,,,,,,82,2.94,BEL_1,BEL_2020_1
25,94,I_M007,1,"",2020,BEL,BEL_2020,293,3.76,20,39.57894737,3,0,30.93,12.08,100,100,,,,,,95,3.76,BEL_1,BEL_2020_1
26,19,468,1,"",2020,BEL,BEL_2020,189,14.162,194,73,3,95,31.62,8.6,100,98,,,,,,20,1.46,BEL_1,BEL_2020_1
26,49,51,1,"",2020,BEL,BEL_2020,239,2.61,6,435,3,100,21.17,1.22,0,105,,,,,,4,1.74,BEL_1,BEL_2020_1
26,52,GaPi_007,1,"",2020,BEL,BEL_2020,252,2.06,73,28.21917808,5,0,22.68,2.4,100,107,,,,,,73,2.06,BEL_1,BEL_2020_1
26,60,12_O026,1,"",2020,BEL,BEL_2020,293,1.4,20,18.18181818,5,7.792207792,23.7,6.02,100,105,,,,,,77,1.4,BEL_1,BEL_2020_1
26,77,12_J028,1,"",2020,BEL,BEL_2020,293,2.04,20,24.87804878,5,24.3902439,23.75,5.13,75,107,,,,,,82,2.04,BEL_1,BEL_2020_1
26,82,697,1,"",2020,BEL,BEL_2020,293,2.14,20,26.09756098,3,0,29.07,7.22,100,102,,,,,,82,2.14,BEL_1,BEL_2020_1
26,85,12_J004,1,"",2020,BEL,BEL_2020,293,2.14,20,18.9380531,4,0,35.19,7.73,75,112,,,,,,113,2.14,BEL_1,BEL_2020_1
26,90,12_F019,1,"",2020,BEL,BEL_2020,293,1.82,20,17.5,5,0,24.36,6.99,100,105,,,,,,104,1.82,BEL_1,BEL_2020_1
12,79,I_BB028,2,"",2020,BEL,BEL_2020,,,,,,,25.25,4.56,,,,,,,,,,BEL_2,BEL_2020_2
13,83,FuPi_114,2,"",2020,BEL,BEL_2020,,,,,,,21.24,3.56,,,,,,,,,,BEL_2,BEL_2020_2
14,74,1989,2,"",2020,BEL,BEL_2020,,,,,,,24.1,4.5,,,,,,,,,,BEL_2,BEL_2020_2
15,74,560,2,"",2020,BEL,BEL_2020,,,,,,,23.24,4.56,,,,,,,,,,BEL_2,BEL_2020_2
19,118,GaCr_056,BUFFER,"",2020,BEL,BEL_2020,,,,,,,37.33,8.46,100,107,,,,,,,,BEL_BUFFER,BEL_2020_BUFFER
22,118,2848,BUFFER,"",2020,BEL,BEL_2020,,,,,,,37.27,10.67,100,107,,,,,,,,BEL_BUFFER,BEL_2020_BUFFER
24,118,NOVADI_0356,BUFFER,"",2020,BEL,BEL_2020,,,,,,,36.86,9.07,100,105,,,,,,,,BEL_BUFFER,BEL_2020_BUFFER
17,15,TeBr_084,1,"",2021,BEL,BEL_2021,279,2.625,25,105,,,23.53,1.16,100,113,,,1,1,,2,0.21,BEL_1,BEL_2021_1
18,117,560,1,"",2021,BEL,BEL_2021,271,0.46,1,460,,,34.94,2.97,0,117,,,1,3,,1,0.46,BEL_1,BEL_2021_1
19,23,653,1,"",2021,BEL,BEL_2021,265,4.5,10,450,,,17.79,0.46,100,113,,,1,1,,8,3.6,BEL_1,BEL_2021_1
19,86,143,1,"",2021,BEL,BEL_2021,244,0.66,6,110,,,18.9,1.52,0,117,,,1,3,,1,0.11,BEL_1,BEL_2021_1
20,92,522,1,"",2021,BEL,BEL_2021,292,6.681,51,131,,,22.55,2.03,100,113,,,1,4,,20,2.62,BEL_1,BEL_2021_1
22,5,12_J027,1,"",2021,BEL,BEL_2021,307,12,192,62.5,,,33.8,6.22,100,117,,,1,1,,20,1.25,BEL_1,BEL_2021_1
22,9,57,1,"",2021,BEL,BEL_2021,279,9.614,76,126.5,,,26.3,2.95,100,120,,,1,5,,20,2.53,BEL_1,BEL_2021_1
22,42,2971,1,"",2021,BEL,BEL_2021,285,8.6625,75,115.5,,,30.25,3.35,75,113,,,1,3,,20,2.31,BEL_1,BEL_2021_1
22,109,GaCr_052,1,"",2021,BEL,BEL_2021,279,8.277,178,46.5,,,29.59,0,100,110,,,1,1,,20,0.93,BEL_1,BEL_2021_1
25,107,2974,1,"",2021,BEL,BEL_2021,238,0.8,2,400,,,23.15,1.15,50,117,,,1,1,,2,0.8,BEL_1,BEL_2021_1
26,1,I_CC052,1,"",2021,BEL,BEL_2021,271,4.644,43,108,,,50.15,8.72,100,117,,,1,4,,20,2.16,BEL_1,BEL_2021_1
26,62,653,1,"",2021,BEL,BEL_2021,271,4.16,8,520,,,15.55,1.18,50,113,,,1,1,,7,3.64,BEL_1,BEL_2021_1
12,97,12_I049,2,"",2021,BEL,BEL_2021,285,13.02,45,289.3333333,,,24.55,1.95,,,,,1,8,,15,4.34,BEL_2,BEL_2021_2
13,34,FuPi_005,2,"",2021,BEL,BEL_2021,300,11.532,124,93,,,30.64,4.65,,,,,1,3,,20,1.86,BEL_2,BEL_2021_2
13,41,GaPi_035,2,"",2021,BEL,BEL_2021,244,6.5945,109,60.5,,,38.07,7.23,,,,,3,5,,20,1.21,BEL_2,BEL_2021_2
13,46,I_CC057,2,"",2021,BEL,BEL_2021,271,10.6505,119,89.5,,,38.14,5.99,,,,,1,9,,20,1.79,BEL_2,BEL_2021_2
12,109,743,BUFFER,"",2021,BEL,BEL_2021,271,6.225,83,75,,,23.45,3.81,,,,,,,,20,1.5,BEL_BUFFER,BEL_2021_BUFFER
18,59,65,BUFFER,"",2021,BEL,BEL_2021,271,24.426,177,138,,,31.32,5.5,100,117,,,1,1,,20,2.76,BEL_BUFFER,BEL_2021_BUFFER
19,118,GaCr_056,BUFFER,"",2021,BEL,BEL_2021,271,11.186,68,164.5,,,38.41,1.08,50,117,,,1,1,,20,3.29,BEL_BUFFER,BEL_2021_BUFFER
17,21,I_BB002,1,"",2022,BEL,BEL_2022,292,0.78,3,260,,,48.46,2.82,0,109,,,,,,,,BEL_1,BEL_2022_1
17,72,1935,1,"",2022,BEL,BEL_2022,277,0.57,2,285,,,20.24,1.8,25,106,,,,,,,,BEL_1,BEL_2022_1
17,75,3173,1,"",2022,BEL,BEL_2022,236,1.66,4,415,,,28.56,3.79,50,,,,,,,,,BEL_1,BEL_2022_1
19,11,12_L018,1,"",2022,BEL,BEL_2022,264,0.25,1,250,,,24.45,0,25,109,,,,,,,,BEL_1,BEL_2022_1
19,20,58,1,"",2022,BEL,BEL_2022,271,0.23,1,230,,,28.67,2.16,0,106,,,,,,,,BEL_1,BEL_2022_1
19,37,NOVADI_0268,1,"",2022,BEL,BEL_2022,285,3.504,77,45.50649351,,,26.4,4.51,100,112,,,,,,,,BEL_1,BEL_2022_1
20,53,2762,1,"",2022,BEL,BEL_2022,277,0.32,1,320,,,23.5,0.47,0,,,,,,,,,BEL_1,BEL_2022_1
20,85,462,1,"",2022,BEL,BEL_2022,277,0.57,2,285,,,24.89,0.49,0,103,,,,,,,,BEL_1,BEL_2022_1
22,42,2971,1,"",2022,BEL,BEL_2022,264,0.5,2,250,,,30.71,0.46,0,106,,,,,,,,BEL_1,BEL_2022_1
23,91,NOVADI_0023,1,"",2022,BEL,BEL_2022,271,1.72,5,344,,,28.77,4.3,0,103,,,,,,,,BEL_1,BEL_2022_1
26,6,2046,1,"",2022,BEL,BEL_2022,292,2.58,6,430,,,33.75,0,25,103,,,,,,,,BEL_1,BEL_2022_1
26,53,12_B006,1,"",2022,BEL,BEL_2022,236,0.22,1,220,,,17.49,1.49,0,,,,,,,,,BEL_1,BEL_2022_1
12,34,NOVADI_0980,2,"",2022,BEL,BEL_2022,285,17.286,67,258,,,,,,,,,,,,,,BEL_2,BEL_2022_2
13,98,ACW_25591,2,"",2022,BEL,BEL_2022,277,16.664,69,241.5072464,,,,,,,,,,,,,,BEL_2,BEL_2022_2
15,14,2813,2,"",2022,BEL,BEL_2022,285,10.55,100,105.5,,,,,,,,,,,,,,BEL_2,BEL_2022_2
15,23,12_I002,2,"",2022,BEL,BEL_2022,285,16.536,78,212,,,,,,,,,,,,,,BEL_2,BEL_2022_2
17,118,2813,BUFFER,"",2022,BEL,BEL_2022,,,,,,,33.96,5.16,100,103,,,,,,,,BEL_BUFFER,BEL_2022_BUFFER
20,59,I_BB070,BUFFER,"",2022,BEL,BEL_2022,,,,,,,27.77,3.9,100,103,,,,,,,,BEL_BUFFER,BEL_2022_BUFFER
20,118,261,BUFFER,"",2022,BEL,BEL_2022,,,,,,,22.4,1.58,100,103,,,,,,,,BEL_BUFFER,BEL_2022_BUFFER
18,19,I_J036,1,"",2023,BEL,BEL_2023,,,,,,,,,,,,,1,8,,,,BEL_1,BEL_2023_1
18,34,40,1,"",2023,BEL,BEL_2023,242,12.008,152,79,,,,,,,,,4,1,,20,1.58,BEL_1,BEL_2023_1
18,77,508,1,"",2023,BEL,BEL_2023,257,9.648,72,134,,,,,,,,,3,3,,20,2.68,BEL_1,BEL_2023_1
18,85,739,1,"",2023,BEL,BEL_2023,242,0.54,6,90,,,,,,,,,4,1,,4,0.36,BEL_1,BEL_2023_1
19,36,TeBr_027,1,"",2023,BEL,BEL_2023,277,5.445,9,605,,,,,,,,,4,1,,2,1.21,BEL_1,BEL_2023_1
19,48,1218,1,"",2023,BEL,BEL_2023,256,11.468,122,94,,,,,,,,,8,1,,20,1.88,BEL_1,BEL_2023_1
20,24,750,1,"",2023,BEL,BEL_2023,284,1.43,9,158.8888889,,,,,,,,,1,1,,9,1.43,BEL_1,BEL_2023_1
20,61,40,1,"",2023,BEL,BEL_2023,216,23.322,338,69,,,,,,,,,1,1,,20,1.38,BEL_1,BEL_2023_1
20,101,40,1,"",2023,BEL,BEL_2023,216,15.796,359,44,,,,,,,,,2,1,,20,0.88,BEL_1,BEL_2023_1
21,41,65,1,Golden_Delicious,2023,BEL,BEL_2023,242,11.336,109,104,,,,,,,,,4,1,,20,2.08,BEL_1,BEL_2023_1
21,46,40,1,"",2023,BEL,BEL_2023,235,11.088,198,56,,,,,,,,,4,1,,20,1.12,BEL_1,BEL_2023_1
26,30,TeBr_021,1,"",2023,BEL,BEL_2023,,,,,,,,,,,,,4,2,,,,BEL_1,BEL_2023_1
13,34,FuPi_005,2,"",2023,BEL,BEL_2023,304,8.777,131,67,,,,,,,,,1,1,,20,1.34,BEL_2,BEL_2023_2
14,13,12_E003,2,"",2023,BEL,BEL_2023,242,18.012,152,118.5,,,,,,,,,1,4,,20,2.37,BEL_2,BEL_2023_2
15,24,Modi,2,Modi,2023,BEL,BEL_2023,263,1.27,2,635,,,,,,,,,1,7,,2,1.27,BEL_2,BEL_2023_2
15,95,FuPi_023,2,"",2023,BEL,BEL_2023,249,0.41,4,102.5,,,,,,,,,7,5,,4,0.41,BEL_2,BEL_2023_2
12,48,149,BUFFER,"",2023,BEL,BEL_2023,277,2.485,14,177.5,,,,,,,,,1,6,,8,1.42,BEL_BUFFER,BEL_2023_BUFFER
12,49,ACW_25584,BUFFER,"",2023,BEL,BEL_2023,,,,,,,,,,,,,,,,,,BEL_BUFFER,BEL_2023_BUFFER
18,59,65,BUFFER,"",2023,BEL,BEL_2023,,,,,,,,,,,,,2,1,,,,BEL_BUFFER,BEL_2023_BUFFER
20,79,ACW_25607,1,"",2018,CHE,CHE_2018,254,7.707,72,108.5492958,4,50,25.9,8.4,75,113,,,,,,,,CHE_1,CHE_2018_1
20,83,ACW_25622,1,"",2018,CHE,CHE_2018,254,8.26,62,133.2258065,3,35,30.6,14.6,62.5,110,,,,,,,,CHE_1,CHE_2018_1
24,1,I_J069,1,"",2018,CHE,CHE_2018,254,5.331,64,84.61904762,5,65,22.1,12.1,75,113,,,,,,,,CHE_1,CHE_2018_1
24,5,I_CC044,1,"",2018,CHE,CHE_2018,270,6.135,58,107.6315789,2,40,19.1,10.3,87.5,113,,,,,,,,CHE_1,CHE_2018_1
33,64,FuPi_005,1,"",2018,CHE,CHE_2018,270,7.495,57,131.4912281,2,35,20,8.5,62.5,113,,,,,,,,CHE_1,CHE_2018_1
34,15,ACW_25622,1,"",2018,CHE,CHE_2018,254,8.647,53,163.1509434,3,10,32,19.7,75,108,,,,,,,,CHE_1,CHE_2018_1
34,27,FuPi_087,1,"",2018,CHE,CHE_2018,270,10.452,57,183.3684211,4,100,27.2,15.6,87.5,113,,,,,,,,CHE_1,CHE_2018_1
34,29,FuPi_106,1,"",2018,CHE,CHE_2018,254,9.186,61,150.5901639,1,20,28.6,11.9,75,113,,,,,,,,CHE_1,CHE_2018_1
34,33,FuPi_107,1,"",2018,CHE,CHE_2018,270,9.507,59,161.1355932,1,50,29.2,11.6,62.5,113,,,,,,,,CHE_1,CHE_2018_1
34,35,ACW_25607,1,"",2018,CHE,CHE_2018,270,8.572,58,147.7931034,4,60,30.2,14.2,50,113,,,,,,,,CHE_1,CHE_2018_1
34,37,GaCr_061,1,"",2018,CHE,CHE_2018,270,8.282,67,120.0289855,3,60,25,10.9,75,110,,,,,,,,CHE_1,CHE_2018_1
34,41,GaCr_055,1,"",2018,CHE,CHE_2018,277,9.229,58,159.1206897,1,50,22.4,8.2,75,113,,,,,,,,CHE_1,CHE_2018_1
34,57,NOVADI_0023,1,"",2018,CHE,CHE_2018,277,9.062,53,170.9811321,5,30,25.4,10.4,50,113,,,,,,,,CHE_1,CHE_2018_1
34,60,ACW_25622,1,"",2018,CHE,CHE_2018,254,9.051,54,167.6111111,3,35,39,18.4,37.5,110,,,,,,,,CHE_1,CHE_2018_1
34,66,ACW_25607,1,"",2018,CHE,CHE_2018,270,12.328,87,141.7011494,4,70,32,16.3,50,113,,,,,,,,CHE_1,CHE_2018_1
17,81,ACW_25628,BUFFER,"",2018,CHE,CHE_2018,270,7.043,59,115.4590164,4,40,26.7,13.4,87.5,108,,,,,,,,CHE_BUFFER,CHE_2018_BUFFER
18,87,ACW_25628,BUFFER,"",2018,CHE,CHE_2018,263,4.699,35,134.2571429,4,60,23.9,9.1,75,110,,,,,,,,CHE_BUFFER,CHE_2018_BUFFER
22,24,ACW_25607,BUFFER,"",2018,CHE,CHE_2018,254,5.78,56,103.2142857,4,85,26.5,13.9,50,113,,,,,,,,CHE_BUFFER,CHE_2018_BUFFER
20,41,653,1,"",2019,CHE,CHE_2019,241,1.769,4,442.25,,,17.31,3.51,87.5,111,,,,,,,,CHE_1,CHE_2019_1
20,88,2974,1,"",2019,CHE,CHE_2019,269,0.458,1,458,,,17.2,2.2,50,111,,,,,,,,CHE_1,CHE_2019_1
21,49,15,1,"",2019,CHE,CHE_2019,262,2.392,6,398.6666667,2,66.66666667,31.53,4.53,62.5,111,,,,,,,,CHE_1,CHE_2019_1
23,33,51,1,"",2019,CHE,CHE_2019,241,2.364,6,394,2,0,18.56,1.36,12.5,111,,,,,,,,CHE_1,CHE_2019_1
23,72,560,1,"",2019,CHE,CHE_2019,276,4.093,9,454.7777778,5,100,21.5,1.5,62.5,111,,,,,,,,CHE_1,CHE_2019_1
24,31,2671,1,"",2019,CHE,CHE_2019,276,1.9,5,380,4,100,19.05,1.25,37.5,111,,,,,,,,CHE_1,CHE_2019_1
24,66,2974,1,"",2019,CHE,CHE_2019,262,0.444,1,444,,,19.64,1.54,12.5,113,,,,,,,,CHE_1,CHE_2019_1
24,74,2836,1,"",2019,CHE,CHE_2019,248,0.396,1,396,,,22.8,2.5,87.5,113,,,,,,,,CHE_1,CHE_2019_1
28,2,737,1,"",2019,CHE,CHE_2019,255,0.426,1,426,,,17.02,0,12.5,111,,,,,,,,CHE_1,CHE_2019_1
28,37,653,1,"",2019,CHE,CHE_2019,241,2.698,6,449.6666667,1,0,15.26,2.46,75,107,,,,,,,,CHE_1,CHE_2019_1
